doy,temp_max_clim,temp_min_clim,dtr_clim,dtr_clearsky,et0_clim,p_wet_clim,amount_clim,outflow_clim
17,18.298163204335825,12.085249355899222,6.212913848436613,10.237359877261385,,0.29624884769382376,11.452392540175891,540718.252028671
18,18.291357869117252,12.051467634442142,6.23989023467512,10.264336263499892,,0.29593917448037904,11.400258494326254,543601.8718621852
19,18.288329995802297,12.020927587251693,6.267402408550617,10.29184843737539,,0.2955393539388574,11.345747460367361,546378.8834810967
20,18.289056401684768,11.993616867389706,6.295439534295071,10.319885563119843,,0.29505072874950156,11.288976780366989,549045.242291759
21,18.293512143623097,11.96952030445935,6.323991839163761,10.348437867988531,,0.29447471177753687,11.230066690292661,551596.9959484498
22,18.30167057421039,11.948619962687953,6.353050611522446,10.377496640347218,,0.2938127825401946,11.16914004308098,554030.2929641651
23,18.31350339820426,11.930895204014954,6.382608194189318,10.40705422301409,,0.2930664836012437,11.106322025148257,556341.3911681566
24,18.328980729093,11.916322756022987,6.412657973070024,10.437104001894795,,0.2922374169021607,11.041739867045129,558526.6659893078
25,18.348071145677384,11.90487678453873,6.443194361138666,10.467640389963437,,0.2913272400391412,10.975522548973835,560582.6185448106
26,18.37074174855101,11.896528970719023,6.474212777831996,10.498658806656767,,0.29033766249520293,10.90780050190121,562505.8835140154
27,18.39695821636547,11.891248592427342,6.50570962393814,10.530155652762911,,0.28927044183665535,10.838705305012834,564293.2367778019
28,18.426684861770692,11.889002609695545,6.537682252075163,10.562128280899934,,0.28812737988321185,10.768369380264174,565941.6028043323
